Age;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005
96;100000;78002;62445;51130;42813;36648;31952;28413;25656;23509;21804;20469;19418;18605;17975;17514;17176;16942;16795;16714;16689;16715;16785;16893;17042;17223;17437;17683;17955;18252;18570;18907;19261;19635;20021;20418;20825;21242;21668;22106;22556;23019;23495;23981;24478;24985;25500;26023;26556;27097;27646;28201;28763;29331;29905;30484;31069;31658;32250;32846;33445;34046;34649;35254;35861;36468;37077;37686;38296;38905;39514;40123;40731;41338;41944;42549;43152;43754;44356;44958;45558;46158;46756;47353;47948;48540;49128;49715;50297;50877;51453;52023;52588;53146;53689;54196;54575;55132;55685;56234;56779;57319;57855;58388;58915;59438
97;76231;59632;47869;39300;32990;28309;24739;22047;19950;18320;17030;16023;15234;14629;14166;13833;13597;13441;13355;13320;13332;13383;13470;13590;13742;13922;14128;14362;14617;14894;15190;15502;15830;16176;16533;16900;17278;17665;18062;18469;18888;19321;19765;20219;20684;21158;21642;22134;22636;23146;23664;24190;24723;25262;25809;26361;26920;27483;28052;28624;29201;29781;30364;30950;31539;32130;32723;33318;33914;34511;35109;35708;36307;36906;37507;38106;38705;39303;39903;40503;41102;41703;42302;42901;43498;44094;44688;45280;45869;46455;47039;47619;48195;48763;49320;49843;50249;50818;51384;51948;52507;53063;53615;54163;54708;55248
98;56872;44617;35914;29564;24881;21404;18750;16747;15188;13981;13028;12288;11712;11274;10944;10713;10555;10460;10417;10416;10451;10518;10613;10734;10882;11053;11245;11460;11693;11945;12213;12497;12794;13106;13429;13763;14105;14457;14819;15190;15574;15969;16375;16792;17219;17656;18101;18556;19020;19493;19975;20464;20961;21465;21977;22495;23020;23551;24088;24630;25177;25727;26282;26842;27405;27971;28540;29113;29687;30264;30843;31423;32006;32589;33174;33760;34346;34933;35522;36112;36704;37296;37889;38481;39073;39665;40256;40846;41434;42020;42605;43187;43766;44338;44900;45432;45859;46433;47007;47577;48144;48709;49270;49828;50384;50936
99;41461;32623;26334;21738;18341;15819;13892;12439;11311;10440;9754;9225;8815;8509;8281;8128;8029;7977;7965;7985;8033;8106;8201;8318;8456;8611;8785;8978;9186;9409;9646;9897;10160;10436;10722;11017;11322;11636;11958;12291;12634;12988;13354;13729;14113;14507;14911;15323;15746;16176;16615;17064;17519;17982;18453;18931;19417;19909;20407;20912;21422;21937;22458;22983;23513;24047;24585;25127;25673;26221;26774;27328;27886;28445;29008;29572;30137;30705;31275;31848;32422;32999;33576;34155;34734;35314;35894;36474;37053;37632;38210;38786;39360;39929;40488;41023;41462;42035;42607;43178;43746;44312;44877;45438;45997;46554
100;29492;23276;18844;15599;13198;11414;10052;9026;8230;7619;7140;6772;6491;6283;6133;6036;5979;5957;5965;5996;6050;6122;6212;6318;6442;6580;6732;6900;7080;7273;7478;7695;7922;8160;8408;8665;8930;9203;9485;9776;10078;10389;10711;11041;11381;11731;12089;12456;12833;13218;13612;14014;14424;14842;15268;15702;16143;16592;17047;17509;17977;18450;18930;19416;19907;20403;20904;21409;21919;22433;22951;23473;23999;24528;25060;25596;26133;26675;27218;27766;28316;28869;29424;29981;30540;31101;31662;32224;32787;33350;33913;34475;35036;35594;36145;36674;37118;37682;38247;38809;39371;39932;40491;41049;41605;42159
101;20436;16181;13140;10910;9258;8032;7096;6391;5847;5430;5105;4858;4671;4535;4440;4383;4355;4352;4371;4407;4460;4527;4608;4701;4808;4926;5056;5198;5350;5513;5686;5868;6060;6262;6472;6690;6915;7148;7389;7639;7897;8166;8443;8729;9024;9327;9639;9959;10289;10627;10974;11329;11691;12062;12440;12827;13221;13622;14031;14446;14869;15297;15733;16174;16621;17074;17533;17997;18465;18940;19418;19902;20390;20882;21378;21878;22382;22889;23401;23916;24436;24958;25484;26013;26544;27077;27613;28151;28690;29229;29771;30312;30854;31394;31927;32442;32883;33432;33981;34529;35077;35625;36173;36719;37265;37810
102;13775;10944;8916;7427;6324;5506;4882;4413;4051;3775;3562;3401;3281;3197;3140;3110;3100;3108;3131;3168;3216;3275;3345;3423;3513;3611;3718;3835;3960;4094;4236;4387;4544;4711;4885;5065;5253;5447;5649;5859;6076;6303;6537;6778;7029;7287;7553;7828;8111;8401;8701;9007;9322;9644;9975;10313;10659;11012;11372;11739;12114;12495;12883;13277;13677;14084;14497;14915;15340;15770;16205;16646;17091;17541;17997;18457;18921;19389;19863;20341;20823;21310;21801;22295;22792;23293;23797;24303;24811;25322;25834;26349;26863;27378;27888;28383;28813;29339;29865;30392;30920;31448;31976;32505;33033;33561
103;9016;7190;5879;4916;4202;3673;3270;2967;2734;2558;2423;2322;2248;2199;2167;2154;2154;2168;2191;2224;2266;2315;2372;2437;2510;2589;2675;2768;2869;2976;3090;3211;3338;3472;3613;3759;3912;4070;4235;4407;4586;4772;4966;5166;5374;5590;5813;6043;6280;6526;6779;7039;7308;7582;7865;8155;8452;8757;9069;9388;9714;10046;10386;10731;11084;11443;11809;12180;12557;12940;13329;13724;14124;14530;14941;15357;15778;16204;16635;17071;17513;17959;18409;18864;19323;19786;20252;20721;21194;21670;22149;22629;23111;23594;24074;24543;24956;25452;25950;26450;26950;27452;27956;28459;28964;29469
104;5723;4582;3762;3160;2713;2382;2130;1941;1796;1688;1604;1544;1501;1473;1458;1454;1460;1474;1496;1524;1558;1598;1644;1695;1751;1813;1880;1954;2032;2116;2205;2299;2399;2505;2615;2731;2853;2979;3111;3248;3392;3542;3699;3861;4031;4207;4389;4578;4774;4977;5186;5402;5626;5857;6094;6337;6589;6847;7111;7383;7662;7946;8238;8536;8841;9152;9469;9792;10122;10458;10800;11147;11501;11860;12224;12595;12970;13351;13737;14129;14526;14928;15335;15747;16164;16585;17010;17438;17872;18308;18747;19190;19635;20082;20527;20963;21354;21815;22279;22745;23214;23684;24156;24630;25105;25582
105;3517;2830;2335;1971;1700;1500;1347;1233;1146;1082;1033;999;975;961;955;956;964;977;995;1017;1045;1075;1110;1150;1193;1239;1291;1346;1405;1469;1537;1609;1686;1766;1852;1941;2035;2133;2236;2344;2457;2575;2699;2828;2963;3103;3249;3401;3559;3722;3893;4069;4251;4440;4635;4836;5044;5258;5479;5706;5938;6178;6424;6676;6935;7198;7469;7746;8029;8318;8612;8914;9220;9533;9850;10174;10503;10837;11177;11524;11875;12232;12593;12960;13333;13709;14090;14476;14866;15259;15658;16059;16463;16870;17276;17676;18039;18461;18887;19316;19748;20182;20619;21058;21498;21941
106;2090;1691;1403;1191;1033;916;827;761;711;674;647;627;616;609;608;611;619;630;644;661;681;705;731;760;792;826;864;905;948;995;1046;1099;1156;1217;1281;1348;1419;1494;1571;1654;1741;1831;1927;2027;2131;2241;2355;2474;2599;2729;2864;3004;3150;3302;3459;3621;3789;3963;4143;4329;4521;4718;4921;5130;5344;5566;5792;6024;6262;6506;6756;7011;7272;7539;7811;8089;8373;8661;8956;9255;9561;9872;10188;10510;10836;11168;11504;11845;12190;12540;12894;13252;13613;13978;14343;14704;15034;15416;15801;16190;16581;16976;17373;17773;18176;18581
107;1200;977;815;696;607;541;492;455;426;407;392;382;377;375;376;379;386;394;405;418;433;449;468;488;511;536;563;592;624;657;694;732;774;818;864;914;966;1021;1079;1140;1205;1274;1345;1420;1500;1583;1670;1762;1858;1959;2063;2173;2287;2405;2529;2658;2791;2930;3073;3222;3376;3536;3700;3870;4045;4225;4411;4602;4799;5000;5208;5421;5639;5863;6091;6326;6565;6809;7060;7315;7576;7843;8114;8391;8673;8959;9251;9547;9848;10153;10463;10777;11095;11416;11739;12058;12355;12693;13036;13382;13732;14085;14441;14800;15163;15528
108;665;544;457;393;345;309;282;263;248;237;230;226;223;223;225;228;233;240;247;256;266;278;291;305;321;338;356;377;399;423;448;475;504;535;569;604;641;681;723;767;815;864;917;973;1032;1094;1158;1227;1299;1375;1455;1538;1625;1716;1811;1911;2014;2122;2234;2351;2472;2598;2728;2863;3002;3147;3297;3451;3610;3774;3943;4116;4295;4479;4668;4861;5059;5263;5472;5685;5904;6128;6357;6591;6829;7073;7321;7574;7832;8094;8360;8631;8905;9183;9464;9742;10003;10299;10598;10902;11209;11520;11834;12152;12472;12796
109;354;292;248;214;189;170;156;147;139;134;130;129;128;129;130;133;136;141;146;152;159;167;176;185;196;207;220;233;248;264;281;300;320;341;364;388;414;442;471;503;536;572;609;650;692;737;784;834;887;943;1002;1064;1129;1197;1268;1343;1422;1504;1590;1679;1772;1869;1971;2076;2185;2298;2416;2538;2663;2794;2928;3067;3211;3358;3511;3668;3829;3995;4166;4341;4521;4706;4895;5089;5288;5491;5698;5910;6126;6347;6572;6801;7034;7271;7510;7749;7974;8228;8486;8747;9013;9281;9553;9829;10109;10391
110;181;151;128;111;100;90;84;79;75;73;71;71;71;71;73;75;77;80;83;87;92;97;102;109;115;122;131;140;150;160;171;184;197;211;227;243;261;279;300;321;344;369;395;423;453;484;518;553;591;631;673;719;766;816;868;923;981;1042;1106;1173;1243;1316;1393;1473;1557;1644;1734;1828;1925;2027;2132;2241;2354;2470;2591;2715;2844;2977;3113;3254;3399;3548;3702;3860;4022;4187;4358;4532;4711;4893;5079;5270;5464;5662;5862;6062;6254;6467;6685;6907;7131;7360;7592;7828;8066;8309
111;89;75;64;56;50;46;43;41;39;38;38;38;38;38;39;40;42;44;46;48;51;55;58;62;66;70;76;81;87;94;101;109;117;127;137;147;159;171;185;199;214;231;248;268;288;310;333;358;384;412;441;473;507;542;580;619;662;706;752;801;852;907;963;1023;1085;1150;1218;1289;1363;1440;1520;1604;1690;1780;1873;1971;2071;2175;2282;2393;2507;2626;2747;2873;3002;3135;3272;3413;3557;3705;3857;4011;4170;4332;4497;4662;4821;4998;5178;5362;5550;5741;5935;6133;6334;6538
112;42;35;31;27;25;22;21;20;20;19;19;19;19;20;20;21;22;23;25;26;28;29;31;34;36;39;42;46;49;53;57;63;68;74;80;87;94;102;111;120;130;140;152;165;178;193;208;225;243;261;282;304;327;351;378;405;435;466;499;534;571;610;651;694;738;786;837;888;943;1000;1061;1123;1188;1256;1327;1400;1477;1556;1638;1724;1812;1904;1999;2097;2198;2302;2410;2521;2635;2753;2874;2998;3125;3255;3388;3522;3651;3794;3941;4091;4245;4400;4560;4723;4888;5057
113;19;16;14;12;11;11;10;9;9;9;9;9;9;10;10;11;11;11;12;13;14;15;16;18;19;21;23;25;27;29;31;34;38;41;45;49;54;59;64;70;76;83;90;98;107;116;126;137;149;161;175;189;205;222;239;258;278;300;322;346;372;400;429;459;491;525;561;598;638;679;723;768;816;866;919;973;1030;1089;1151;1216;1282;1352;1424;1499;1576;1657;1739;1826;1914;2005;2099;2196;2296;2399;2504;2610;2713;2827;2944;3064;3186;3312;3440;3572;3705;3842
114;8;6;6;5;5;4;4;4;4;4;4;4;4;4;4;5;5;5;6;7;7;8;8;9;10;11;11;13;14;15;16;19;20;22;24;27;30;33;36;39;43;47;52;57;62;68;75;81;89;97;105;115;125;135;148;160;173;188;203;220;236;255;275;296;318;341;366;393;421;450;481;513;548;584;621;661;702;745;791;838;887;939;993;1049;1107;1167;1229;1294;1361;1431;1503;1577;1654;1732;1814;1896;1977;2065;2156;2250;2347;2446;2547;2651;2757;2866
115;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;4;4;4;4;5;6;7;7;8;9;9;10;12;13;14;16;17;20;21;24;26;28;32;35;38;43;46;51;56;62;68;74;81;88;96;105;114;124;134;146;158;171;186;200;216;234;251;271;291;312;335;358;384;410;438;468;498;531;565;600;637;676;717;760;804;849;897;947;999;1053;1108;1166;1225;1287;1349;1410;1478;1548;1620;1694;1770;1848;1928;2011;2096
116;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;3;3;4;4;5;5;6;7;7;8;9;10;11;12;14;15;18;19;21;23;26;29;32;35;38;42;46;51;56;61;68;74;80;88;96;104;114;123;133;144;156;169;183;197;212;229;246;264;283;303;325;347;371;396;422;450;479;509;541;574;608;645;682;721;762;804;848;892;939;985;1035;1087;1141;1197;1254;1313;1374;1437;1501
117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;3;3;3;4;5;5;6;6;7;8;9;10;11;13;14;15;17;19;21;23;26;29;32;35;38;42;47;51;56;61;67;73;80;87;95;103;112;121;131;142;153;165;178;191;206;222;238;255;273;292;312;332;355;378;402;428;454;482;511;542;573;605;639;672;709;747;786;827;869;913;958;1005;1052
118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;3;4;4;5;5;6;6;7;8;9;10;11;13;14;16;17;19;21;24;26;29;32;35;39;42;46;51;56;60;67;72;78;86;93;101;109;118;127;137;148;160;171;184;198;212;227;243;259;277;295;314;334;355;377;401;424;448;474;501;529;558;588;620;652;686;721
119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;3;4;4;5;5;5;6;8;8;9;10;11;12;14;15;17;19;21;23;26;28;32;35;38;42;46;50;55;59;65;70;76;83;90;97;105;113;122;131;141;152;163;175;187;200;214;228;243;258;274;291;309;327;347;367;389;411;434;458;483
120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;2;3;3;4;4;5;5;5;7;7;8;9;10;11;13;14;16;18;19;21;23;26;28;31;34;37;41;44;48;52;57;62;67;73;79;85;92;99;107;115;124;133;142;152;162;173;184;196;209;222;236;250;266;281;298;315
121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
